         359514 function calls (359216 primitive calls) in 1.855 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 numerictypes.py:770(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:785(_construct_lookups)
        1    0.000    0.000    0.002    0.002 numerictypes.py:88(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:10(IgnoreException)
        7    0.000    0.000    0.000    0.000 os.py:136(makedirs)
        1    0.000    0.000    0.000    0.000 polynomial.py:19(RankWarning)
        1    0.001    0.001    0.012    0.012 polynomial.py:3(<module>)
        1    0.007    0.007    0.008    0.008 polynomial.py:48(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:899(poly1d)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:110(basename)
       19    0.000    0.000    0.000    0.000 posixpath.py:118(dirname)
        7    0.000    0.000    0.000    0.000 posixpath.py:130(islink)
       26    0.000    0.000    0.000    0.000 posixpath.py:60(join)
        7    0.000    0.000    0.000    0.000 posixpath.py:80(split)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
       18    0.000    0.000    0.008    0.000 re.py:188(compile)
       18    0.000    0.000    0.008    0.000 re.py:226(_compile)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.001    0.001    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.001    0.001    0.001    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        7    0.000    0.000    0.071    0.010 shutil.py:208(rmtree)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.001    0.001    0.001    0.001 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
       29    0.000    0.000    0.001    0.000 sre_compile.py:178(_compile_charset)
       29    0.001    0.000    0.001    0.000 sre_compile.py:207(_optimize_charset)
       57    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
        4    0.000    0.000    0.000    0.000 sre_compile.py:258(_mk_bitmap)
   100/14    0.001    0.000    0.003    0.000 sre_compile.py:32(_compile)
       40    0.000    0.000    0.000    0.000 sre_compile.py:354(_simple)
       14    0.000    0.000    0.001    0.000 sre_compile.py:361(_compile_info)
       28    0.000    0.000    0.000    0.000 sre_compile.py:474(isstring)
       14    0.000    0.000    0.004    0.000 sre_compile.py:480(_code)
       14    0.000    0.000    0.008    0.001 sre_compile.py:495(compile)
       15    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
      199    0.000    0.000    0.000    0.000 sre_parse.py:126(__len__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:128(__delitem__)
      411    0.000    0.000    0.001    0.000 sre_parse.py:130(__getitem__)
       40    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
      152    0.000    0.000    0.000    0.000 sre_parse.py:138(append)
   140/54    0.001    0.000    0.001    0.000 sre_parse.py:140(getwidth)
       14    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
      561    0.001    0.000    0.001    0.000 sre_parse.py:182(__next)
      271    0.000    0.000    0.000    0.000 sre_parse.py:195(match)
      440    0.000    0.000    0.001    0.000 sre_parse.py:201(get)
       84    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
       16    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
        2    0.000    0.000    0.000    0.000 sre_parse.py:225(_class_escape)
       27    0.000    0.000    0.000    0.000 sre_parse.py:257(_escape)
    38/14    0.000    0.000    0.004    0.000 sre_parse.py:301(_parse_sub)
    56/16    0.001    0.000    0.004    0.000 sre_parse.py:379(_parse)
       14    0.000    0.000    0.004    0.000 sre_parse.py:663(parse)
       14    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       23    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
       23    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
      100    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
       21    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
       14    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        7    0.000    0.000    0.000    0.000 stat.py:55(S_ISLNK)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        6    0.000    0.000    0.005    0.001 string.py:148(substitute)
      558    0.001    0.000    0.001    0.000 string.py:158(convert)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.002    0.002    0.127    0.127 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
       55    0.000    0.000    0.000    0.000 utils.py:108(__init__)
       55    0.000    0.000    0.000    0.000 utils.py:113(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:1353(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1383(WarningManager)
       55    0.000    0.000    0.000    0.000 utils.py:157(deprecate)
        1    0.002    0.002    0.003    0.003 utils.py:3(<module>)
       55    0.000    0.000    0.000    0.000 utils.py:93(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:97(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:979(SafeEval)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
       14    0.000    0.000    0.000    0.000 {_sre.compile}
       20    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        8    0.000    0.000    0.000    0.000 {all}
      256    0.000    0.000    0.000    0.000 {chr}
      419    0.000    0.000    0.000    0.000 {getattr}
       70    0.000    0.000    0.000    0.000 {globals}
       20    0.000    0.000    0.000    0.000 {hasattr}
     1221    0.001    0.000    0.001    0.000 {isinstance}
    32/30    0.000    0.000    0.000    0.000 {issubclass}
        1    0.000    0.000    0.000    0.000 {iter}
1908/1850    0.000    0.000    0.000    0.000 {len}
        2    0.000    0.000    0.000    0.000 {locals}
        3    0.000    0.000    0.000    0.000 {map}
    37507    0.010    0.000    0.010    0.000 {math.floor}
        7    0.000    0.000    0.000    0.000 {math.log10}
       22    0.000    0.000    0.000    0.000 {max}
        8    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        3    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       14    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     1930    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       16    0.001    0.000    0.001    0.000 {method 'close' of 'file' objects}
        7    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       57    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       25    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      147    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      808    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       38    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
       75    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       10    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 {method 'readline' of 'file' objects}
       26    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       18    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       27    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       33    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       40    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      173    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      286    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        6    0.004    0.001    0.005    0.001 {method 'sub' of '_sre.SRE_Pattern' objects}
      123    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       62    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
     7027    0.007    0.000    0.007    0.000 {method 'write' of 'file' objects}
      222    0.000    0.000    0.000    0.000 {min}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.arange}
       45    0.001    0.000    0.001    0.000 {numpy.core.multiarray.array}
       28    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.zeros}
        1    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      260    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
       16    0.001    0.000    0.001    0.000 {open}
      121    0.000    0.000    0.000    0.000 {ord}
        7    0.066    0.009    0.066    0.009 {posix.listdir}
       21    0.000    0.000    0.000    0.000 {posix.lstat}
        7    0.000    0.000    0.000    0.000 {posix.mkdir}
       14    0.004    0.000    0.004    0.000 {posix.remove}
        7    0.000    0.000    0.000    0.000 {posix.rmdir}
       27    0.000    0.000    0.000    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.uname}
       80    0.000    0.000    0.000    0.000 {range}
       45    0.000    0.000    0.000    0.000 {repr}
       10    0.000    0.000    0.000    0.000 {setattr}
       21    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 {vars}
        2    0.000    0.000    0.000    0.000 {zip}


